Date	SP500	Dividend	Earnings	Consumer Price Index	Real Price	Real Dividend	Real Earnings
01.08.1937	16,74	0,79	1,2	14,5	288,43	13,67	20,73
01.09.1937	14,37	0,77	1,22	14,6	245,9	13,18	20,88
01.10.1937	12,28	0,78	1,19	14,6	210,14	13,35	20,36
01.11.1937	11,2	0,79	1,16	14,5	192,98	13,61	19,99
01.12.1937	11,02	0,8	1,13	14,4	191,19	13,88	19,61
01.01.1938	11,31	0,79	1,08	14,2	198,99	13,96	18,94
01.02.1938	11,04	0,79	1,02	14,1	195,62	13,94	18,13
01.03.1938	10,31	0,78	0,97	14,1	182,68	13,82	17,19
01.04.1938	9,89	0,77	0,9	14,2	174,01	13,49	15,89
01.05.1938	9,98	0,75	0,84	14,1	176,83	13,35	14,82
01.06.1938	10,21	0,74	0,77	14,1	180,91	13,11	13,64
01.07.1938	12,24	0,71	0,72	14,1	216,88	12,64	12,76
01.08.1938	12,31	0,69	0,67	14,1	218,12	12,17	11,87
01.09.1938	11,75	0,66	0,62	14,1	208,2	11,69	10,99
01.10.1938	13,06	0,61	0,63	14	233,06	10,89	11,18
01.11.1938	13,07	0,56	0,63	14	233,24	9,99	11,3
01.12.1938	12,69	0,51	0,64	14	226,46	9,1	11,42
01.01.1939	12,5	0,51	0,66	14	223,07	9,16	11,84
01.02.1939	12,4	0,52	0,69	13,9	222,87	9,29	12,34
01.03.1939	12,39	0,52	0,71	13,9	222,7	9,35	12,76
01.04.1939	10,83	0,52	0,73	13,8	196,07	9,47	13,16
01.05.1939	11,23	0,53	0,74	13,8	203,31	9,53	13,46
01.06.1939	11,43	0,53	0,76	13,8	206,93	9,6	13,76
01.07.1939	11,71	0,54	0,78	13,8	212	9,78	14,06
01.08.1939	11,54	0,55	0,79	13,8	208,92	9,96	14,36
01.09.1939	12,77	0,56	0,81	14,1	226,27	9,92	14,35
01.10.1939	12,9	0,58	0,84	14	230,21	10,35	14,99
01.11.1939	12,67	0,6	0,87	14	226,1	10,71	15,53
01.12.1939	12,37	0,62	0,9	14	220,75	11,06	16,06
01.01.1940	12,3	0,62	0,93	13,9	221,08	11,2	16,72
01.02.1940	12,22	0,63	0,96	14	218,07	11,18	17,13
01.03.1940	12,15	0,63	0,99	14	216,82	11,24	17,67
01.04.1940	12,27	0,64	1,01	14	218,96	11,36	17,96
01.05.1940	10,58	0,64	1,02	14	188,8	11,48	18,26
01.06.1940	9,67	0,65	1,04	14,1	171,34	11,52	18,43
01.07.1940	9,99	0,66	1,05	14	178,28	11,72	18,8
01.08.1940	10,2	0,66	1,07	14	182,02	11,84	19,04
01.09.1940	10,63	0,67	1,08	14	189,7	11,96	19,27
01.10.1940	10,73	0,67	1,07	14	191,48	11,96	19,09
01.11.1940	10,98	0,67	1,06	14	195,94	11,96	18,92
01.12.1940	10,53	0,67	1,05	14,1	186,58	11,87	18,6
01.01.1941	10,55	0,67	1,05	14,1	186,93	11,93	18,66
01.02.1941	9,89	0,68	1,06	14,1	175,24	11,99	18,72
01.03.1941	9,95	0,68	1,06	14,2	175,06	11,96	18,65
01.04.1941	9,64	0,68	1,07	14,3	168,42	11,94	18,69
01.05.1941	9,43	0,69	1,08	14,4	163,61	11,91	18,74
01.06.1941	9,76	0,69	1,09	14,7	165,88	11,73	18,53
01.07.1941	10,26	0,69	1,12	14,7	174,37	11,78	19,09
01.08.1941	10,21	0,7	1,16	14,9	171,2	11,68	19,39
01.09.1941	10,24	0,7	1,19	15,1	169,42	11,58	19,69
01.10.1941	9,83	0,7	1,18	15,3	160,52	11,48	19,27
01.11.1941	9,37	0,71	1,17	15,4	152,01	11,46	18,98
01.12.1941	8,76	0,71	1,16	15,5	141,2	11,44	18,7
01.01.1942	8,93	0,7	1,12	15,7	142,1	11,19	17,82
01.02.1942	8,65	0,7	1,08	15,8	136,78	11,02	17,08
01.03.1942	8,18	0,69	1,04	16	127,73	10,77	16,24
01.04.1942	7,84	0,68	1,02	16,1	121,66	10,55	15,83
01.05.1942	7,93	0,67	1	16,3	121,55	10,27	15,33
01.06.1942	8,33	0,66	0,98	16,3	127,68	10,12	15,02
01.07.1942	8,64	0,65	0,97	16,4	131,62	9,85	14,73
01.08.1942	8,59	0,63	0,95	16,5	130,07	9,59	14,43
01.09.1942	8,68	0,62	0,94	16,5	131,43	9,39	14,23
01.10.1942	9,32	0,61	0,97	16,7	139,43	9,13	14,51
01.11.1942	9,47	0,6	1	16,8	140,83	8,92	14,87
01.12.1942	9,52	0,59	1,03	16,9	140,74	8,72	15,23
01.01.1943	10,09	0,59	1,04	16,9	149,16	8,72	15,42
01.02.1943	10,69	0,59	1,06	16,9	158,03	8,72	15,62
01.03.1943	11,07	0,59	1,07	17,2	160,8	8,57	15,54
01.04.1943	11,44	0,59	1,08	17,4	164,26	8,47	15,51
01.05.1943	11,89	0,59	1,09	17,5	169,75	8,42	15,56
01.06.1943	12,1	0,59	1,1	17,5	172,74	8,42	15,7
01.07.1943	12,35	0,59	1,09	17,4	177,33	8,52	15,7
01.08.1943	11,74	0,6	1,09	17,3	169,54	8,62	15,69
01.09.1943	11,99	0,6	1,08	17,4	172,16	8,62	15,51
01.10.1943	11,88	0,6	1,03	17,4	170,58	8,66	14,84
01.11.1943	11,33	0,61	0,99	17,4	162,68	8,71	14,17
01.12.1943	11,48	0,61	0,94	17,4	164,83	8,76	13,5
01.01.1944	11,85	0,61	0,94	17,4	170,15	8,81	13,45
01.02.1944	11,77	0,62	0,93	17,4	169	8,85	13,4
01.03.1944	12,1	0,62	0,93	17,4	173,74	8,9	13,35
01.04.1944	11,89	0,62	0,93	17,5	169,75	8,9	13,23
01.05.1944	12,1	0,63	0,92	17,5	172,74	8,95	13,18
01.06.1944	12,67	0,63	0,92	17,6	179,85	8,94	13,06
01.07.1944	13	0,63	0,91	17,7	183,5	8,94	12,89
01.08.1944	12,81	0,64	0,91	17,7	180,81	8,99	12,8
01.09.1944	12,6	0,64	0,9	17,7	177,85	9,03	12,7
01.10.1944	12,91	0,64	0,91	17,7	182,22	9,03	12,84
01.11.1944	12,82	0,64	0,92	17,7	180,95	9,03	12,99
01.12.1944	13,1	0,64	0,93	17,8	183,87	8,98	13,05
01.01.1945	13,49	0,64	0,94	17,8	189,34	9,03	13,19
01.02.1945	13,94	0,65	0,95	17,8	195,66	9,08	13,33
01.03.1945	13,93	0,65	0,96	17,8	195,52	9,12	13,47
01.04.1945	14,28	0,65	0,97	17,8	200,43	9,12	13,66
01.05.1945	14,82	0,65	0,99	17,9	206,85	9,07	13,77
01.06.1945	15,09	0,65	1	18,1	208,29	8,97	13,8
01.07.1945	14,78	0,65	1	18,1	204,01	9,02	13,76
01.08.1945	14,83	0,66	0,99	18,1	204,7	9,06	13,71
01.09.1945	15,84	0,66	0,99	18,1	218,64	9,11	13,67
01.10.1945	16,5	0,66	0,98	18,1	227,75	9,11	13,53
01.11.1945	17,04	0,66	0,97	18,1	235,2	9,11	13,39
01.12.1945	17,33	0,66	0,96	18,2	237,89	9,06	13,18
01.01.1946	18,02	0,67	0,94	18,2	247,36	9,15	12,9
01.02.1946	18,07	0,67	0,92	18,1	249,42	9,29	12,7
01.03.1946	17,53	0,68	0,9	18,3	239,32	9,28	12,29
01.04.1946	18,66	0,68	0,88	18,4	253,37	9,23	11,95
01.05.1946	18,7	0,68	0,86	18,5	252,54	9,18	11,61
01.06.1946	18,58	0,68	0,84	18,7	248,23	9,08	11,22
01.07.1946	18,05	0,68	0,86	19,8	227,75	8,62	10,81
01.08.1946	17,7	0,69	0,87	20,2	218,92	8,49	10,8
01.09.1946	15,09	0,69	0,89	20,4	184,8	8,45	10,9
01.10.1946	14,75	0,7	0,95	20,8	177,17	8,37	11,37
01.11.1946	14,69	0,7	1	21,3	172,3	8,25	11,77
01.12.1946	15,13	0,71	1,06	21,5	175,81	8,25	12,32
01.01.1947	15,21	0,71	1,13	21,5	176,74	8,29	13,13
01.02.1947	15,8	0,72	1,2	21,5	183,6	8,33	13,94
01.03.1947	15,16	0,72	1,27	21,9	172,95	8,21	14,49
01.04.1947	14,6	0,73	1,33	21,9	166,56	8,37	15,13
01.05.1947	14,34	0,75	1,38	21,9	163,59	8,52	15,78
01.06.1947	14,84	0,76	1,44	22	168,53	8,63	16,35
01.07.1947	15,77	0,77	1,48	22,2	177,47	8,67	16,62
01.08.1947	15,46	0,78	1,51	22,5	171,66	8,66	16,8
01.09.1947	15,06	0,79	1,55	23	163,59	8,58	16,84
01.10.1947	15,45	0,81	1,57	23	167,82	8,76	17,05
01.11.1947	15,27	0,82	1,59	23,1	165,15	8,9	17,2
01.12.1947	15,03	0,84	1,61	23,4	160,47	8,97	17,19
01.01.1948	14,83	0,84	1,64	23,7	156,33	8,89	17,32
01.02.1948	14,1	0,85	1,68	23,5	149,9	9	17,83
01.03.1948	14,3	0,85	1,71	23,4	152,68	9,08	18,26
01.04.1948	15,4	0,85	1,76	23,8	161,66	8,92	18,48
01.05.1948	16,15	0,85	1,81	23,9	168,82	8,89	18,92
01.06.1948	16,82	0,85	1,86	24,1	174,37	8,81	19,28
01.07.1948	16,42	0,86	1,93	24,4	168,13	8,77	19,76
01.08.1948	15,94	0,86	2	24,5	162,55	8,8	20,39
01.09.1948	15,76	0,87	2,07	24,5	160,71	8,87	21,11
01.10.1948	16,19	0,89	2,14	24,4	165,77	9,11	21,95
01.11.1948	15,29	0,91	2,22	24,2	157,85	9,39	22,88
01.12.1948	15,19	0,93	2,29	24,1	157,47	9,64	23,74
01.01.1949	15,36	0,95	2,32	24	159,89	9,85	24,15
01.02.1949	14,77	0,96	2,35	23,8	155,04	10,11	24,67
01.03.1949	14,91	0,98	2,38	23,8	156,51	10,29	24,98
01.04.1949	14,89	0,99	2,39	23,9	155,65	10,38	24,95
01.05.1949	14,78	1,01	2,39	23,8	155,15	10,57	25,12
01.06.1949	13,97	1,02	2,4	23,9	146,03	10,66	25,09
01.07.1949	14,76	1,03	2,4	23,7	155,59	10,82	25,26
01.08.1949	15,29	1,03	2,39	23,8	160,5	10,85	25,12
01.09.1949	15,49	1,04	2,39	23,9	161,92	10,87	24,98
01.10.1949	15,89	1,07	2,37	23,7	167,51	11,31	24,95
01.11.1949	16,11	1,11	2,34	23,8	169,11	11,62	24,6
01.12.1949	16,54	1,14	2,32	23,6	175,1	12,07	24,56
01.01.1950	16,88	1,15	2,34	23,5	179,46	12,23	24,84
01.02.1950	17,21	1,16	2,35	23,5	182,96	12,33	25,02
01.03.1950	17,35	1,17	2,37	23,6	183,67	12,39	25,09
01.04.1950	17,84	1,18	2,43	23,6	188,86	12,49	25,69
01.05.1950	18,44	1,19	2,48	23,7	194,39	12,54	26,18
01.06.1950	18,74	1,2	2,54	23,8	196,72	12,6	26,66
01.07.1950	17,38	1,24	2,6	24,1	180,17	12,89	26,95
01.08.1950	18,43	1,29	2,66	24,3	189,48	13,23	27,35
01.09.1950	19,08	1,33	2,72	24,4	195,36	13,62	27,85
01.10.1950	19,87	1,38	2,76	24,6	201,8	13,98	28,03
01.11.1950	19,83	1,42	2,8	24,7	200,58	14,4	28,32
01.12.1950	19,75	1,47	2,84	25	197,37	14,69	28,38
01.01.1951	21,21	1,49	2,84	25,4	208,62	14,62	27,9
01.02.1951	22	1,5	2,83	25,7	213,87	14,61	27,54
01.03.1951	21,63	1,52	2,83	25,8	209,46	14,72	27,4
01.04.1951	21,92	1,53	2,79	25,8	212,26	14,85	27,05
01.05.1951	21,93	1,55	2,76	25,9	211,54	14,92	26,59
01.06.1951	21,55	1,56	2,72	25,9	207,87	15,05	26,24
01.07.1951	21,93	1,55	2,65	25,9	211,54	14,92	25,56
01.08.1951	22,89	1,53	2,58	25,9	220,8	14,79	24,89
01.09.1951	23,48	1,52	2,51	26,1	224,76	14,55	24,03
01.10.1951	23,36	1,48	2,49	26,2	222,75	14,14	23,71
01.11.1951	22,71	1,45	2,46	26,4	214,92	13,69	23,31
01.12.1951	23,41	1,41	2,44	26,5	220,7	13,29	23
01.01.1952	24,19	1,41	2,43	26,5	228,06	13,32	22,88
01.02.1952	23,75	1,42	2,41	26,3	225,61	13,46	22,93
01.03.1952	23,81	1,42	2,4	26,3	226,18	13,49	22,8
01.04.1952	23,74	1,43	2,38	26,4	224,66	13,53	22,52
01.05.1952	23,73	1,44	2,36	26,4	224,57	13,63	22,33
01.06.1952	24,38	1,45	2,34	26,5	229,85	13,67	22,06
01.07.1952	25,08	1,45	2,35	26,7	234,68	13,57	21,96
01.08.1952	25,18	1,45	2,35	26,7	235,61	13,57	22,02
01.09.1952	24,78	1,45	2,36	26,7	231,87	13,57	22,08
01.10.1952	24,26	1,44	2,37	26,7	227	13,44	22,21
01.11.1952	25,03	1,42	2,39	26,7	234,21	13,32	22,33
01.12.1952	26,04	1,41	2,4	26,7	243,66	13,19	22,46
01.01.1953	26,18	1,41	2,41	26,6	245,89	13,24	22,64
01.02.1953	25,86	1,41	2,42	26,5	243,8	13,29	22,82
01.03.1953	25,99	1,41	2,43	26,6	244,11	13,24	22,82
01.04.1953	24,71	1,41	2,46	26,6	232,08	13,27	23,07
01.05.1953	24,84	1,42	2,48	26,7	232,43	13,26	23,24
01.06.1953	23,95	1,42	2,51	26,8	223,27	13,24	23,4
01.07.1953	24,29	1,42	2,52	26,8	226,44	13,24	23,52
01.08.1953	24,39	1,42	2,54	26,9	226,52	13,19	23,56
01.09.1953	23,27	1,42	2,55	26,9	216,12	13,19	23,68
01.10.1953	23,97	1,43	2,54	27	221,8	13,23	23,47
01.11.1953	24,5	1,44	2,52	26,9	227,55	13,37	23,44
01.12.1953	24,83	1,45	2,51	26,9	230,61	13,47	23,31
01.01.1954	25,46	1,46	2,52	26,9	236,46	13,53	23,44
01.02.1954	26,02	1,46	2,54	26,9	241,66	13,59	23,56
01.03.1954	26,57	1,47	2,55	26,9	246,77	13,65	23,68
01.04.1954	27,63	1,46	2,57	26,8	257,57	13,64	23,99
01.05.1954	28,73	1,46	2,6	26,9	266,83	13,53	24,12
01.06.1954	28,96	1,45	2,62	26,9	268,97	13,47	24,33
01.07.1954	30,13	1,46	2,62	26,9	279,83	13,53	24,36
01.08.1954	30,73	1,46	2,63	26,9	285,41	13,59	24,4
01.09.1954	31,45	1,47	2,63	26,8	293,18	13,7	24,52
01.10.1954	32,18	1,49	2,68	26,8	299,99	13,92	24,95
01.11.1954	33,44	1,52	2,72	26,8	311,74	14,14	25,39
01.12.1954	34,97	1,54	2,77	26,7	327,22	14,41	25,92
01.01.1955	35,6	1,55	2,83	26,7	333,11	14,47	26,51
01.02.1955	36,79	1,55	2,9	26,7	344,25	14,53	27,1
01.03.1955	36,5	1,56	2,96	26,7	341,54	14,6	27,7
01.04.1955	37,76	1,56	3,05	26,7	353,33	14,63	28,51
01.05.1955	37,6	1,57	3,13	26,7	351,83	14,66	29,32
01.06.1955	39,78	1,57	3,22	26,7	372,23	14,69	30,13
01.07.1955	42,69	1,59	3,29	26,8	397,97	14,79	30,7
01.08.1955	42,43	1,6	3,37	26,8	395,54	14,95	31,38
01.09.1955	44,34	1,62	3,44	26,9	411,81	15,05	31,95
01.10.1955	42,11	1,63	3,5	26,9	391,1	15,11	32,51
01.11.1955	44,95	1,63	3,56	26,9	417,48	15,17	33,06
01.12.1955	45,37	1,64	3,62	26,8	422,95	15,29	33,75
01.01.1956	44,15	1,67	3,64	26,8	411,58	15,57	33,96
01.02.1956	44,43	1,7	3,67	26,8	414,19	15,85	34,18
01.03.1956	47,49	1,73	3,69	26,8	442,71	16,13	34,4
01.04.1956	48,05	1,75	3,66	26,9	446,27	16,28	33,99
01.05.1956	46,54	1,78	3,63	27	430,64	16,44	33,59
01.06.1956	46,27	1,8	3,6	27,2	425	16,53	33,07
01.07.1956	48,78	1,81	3,55	27,4	444,78	16,53	32,4
01.08.1956	48,49	1,83	3,51	27,3	443,76	16,72	32,09
01.09.1956	46,84	1,84	3,46	27,4	427,09	16,78	31,55
01.10.1956	46,24	1,81	3,44	27,5	420,09	16,41	31,28
01.11.1956	45,76	1,77	3,43	27,5	415,73	16,11	31,13
01.12.1956	46,44	1,74	3,41	27,6	420,38	15,75	30,87
01.01.1957	45,43	1,74	3,41	27,6	411,23	15,72	30,84
01.02.1957	43,47	1,73	3,4	27,7	392,07	15,63	30,7
01.03.1957	44,03	1,73	3,4	27,8	395,69	15,55	30,56
01.04.1957	45,05	1,73	3,41	27,9	403,41	15,49	30,51
01.05.1957	46,78	1,73	3,41	28	417,4	15,44	30,46
01.06.1957	47,55	1,73	3,42	28,1	422,76	15,38	30,41
01.07.1957	48,51	1,74	3,44	28,3	428,25	15,36	30,34
01.08.1957	45,84	1,75	3,45	28,3	404,68	15,45	30,49
01.09.1957	43,98	1,76	3,47	28,3	388,26	15,54	30,63
01.10.1957	41,24	1,77	3,44	28,3	364,07	15,63	30,34
01.11.1957	40,35	1,78	3,4	28,4	354,96	15,66	29,94
01.12.1957	40,33	1,79	3,37	28,4	354,78	15,75	29,65
01.01.1958	41,12	1,78	3,29	28,6	359,2	15,58	28,77
01.02.1958	41,26	1,78	3,22	28,6	360,43	15,52	28,1
01.03.1958	42,11	1,77	3,14	28,8	365,3	15,35	27,24
01.04.1958	42,34	1,76	3,07	28,9	366,02	15,19	26,54
01.05.1958	43,7	1,74	3	28,9	377,78	15,07	25,93
01.06.1958	44,75	1,73	2,93	28,9	386,86	14,96	25,33
01.07.1958	45,98	1,73	2,91	29	396,12	14,9	25,1
01.08.1958	47,7	1,73	2,9	28,9	412,36	14,96	25,04
01.09.1958	48,96	1,73	2,88	28,9	423,25	14,96	24,9
01.10.1958	50,95	1,74	2,88	28,9	440,45	15,01	24,93
01.11.1958	52,5	1,74	2,89	29	452,29	15,02	24,87
01.12.1958	53,49	1,75	2,89	28,9	462,41	15,13	24,98
01.01.1959	55,62	1,76	2,96	29	479,17	15,13	25,53
01.02.1959	54,77	1,76	3,04	28,9	473,48	15,24	26,25
01.03.1959	56,16	1,77	3,11	28,9	485,49	15,3	26,89
01.04.1959	57,1	1,78	3,21	29	491,92	15,31	27,63
01.05.1959	57,96	1,78	3,3	29	499,33	15,36	28,46
01.06.1959	57,46	1,79	3,4	29,1	493,32	15,37	29,19
01.07.1959	59,74	1,8	3,41	29,2	511,14	15,37	29,18
01.08.1959	59,4	1,8	3,42	29,2	508,23	15,43	29,26
01.09.1959	57,05	1,81	3,43	29,3	486,45	15,43	29,25
01.10.1959	57	1,82	3,42	29,4	484,37	15,44	29,03
01.11.1959	57,23	1,82	3,4	29,4	486,33	15,49	28,92
01.12.1959	59,06	1,83	3,39	29,4	501,88	15,55	28,81
01.01.1960	58,03	1,87	3,39	29,3	494,81	15,92	28,91
01.02.1960	55,78	1,9	3,39	29,4	474,01	16,17	28,81
01.03.1960	55,02	1,94	3,39	29,4	467,55	16,49	28,81
01.04.1960	55,73	1,94	3,35	29,5	471,98	16,46	28,34
01.05.1960	55,22	1,95	3,3	29,5	467,66	16,49	27,98
01.06.1960	57,26	1,95	3,26	29,6	483,3	16,46	27,52
01.07.1960	55,84	1,95	3,26	29,6	471,31	16,46	27,54
01.08.1960	56,51	1,95	3,27	29,6	476,97	16,46	27,57
01.09.1960	54,81	1,95	3,27	29,6	462,62	16,46	27,6
01.10.1960	53,73	1,95	3,27	29,8	450,46	16,35	27,41
01.11.1960	55,47	1,95	3,27	29,8	465,05	16,35	27,41
01.12.1960	56,8	1,95	3,27	29,8	476,2	16,35	27,41
01.01.1961	59,72	1,95	3,21	29,8	500,68	16,32	26,91
01.02.1961	62,17	1,94	3,15	29,8	521,22	16,29	26,41
01.03.1961	64,12	1,94	3,09	29,8	537,57	16,26	25,91
01.04.1961	65,83	1,94	3,07	29,8	551,9	16,26	25,74
01.05.1961	66,5	1,94	3,05	29,8	557,52	16,26	25,57
01.06.1961	65,62	1,94	3,03	29,8	550,14	16,26	25,4
01.07.1961	65,44	1,95	3,04	30	544,97	16,21	25,29
01.08.1961	67,79	1,95	3,04	29,9	566,43	16,32	25,43
01.09.1961	67,26	1,96	3,05	30	560,13	16,32	25,4
01.10.1961	68	1,98	3,1	30	566,29	16,49	25,79
01.11.1961	71,08	2	3,14	30	591,94	16,66	26,18
01.12.1961	71,74	2,02	3,19	30	597,44	16,82	26,57
01.01.1962	69,07	2,03	3,25	30	575,2	16,88	27,07
01.02.1962	70,22	2,03	3,31	30,1	582,84	16,88	27,47
01.03.1962	70,29	2,04	3,37	30,1	583,42	16,93	27,97
01.04.1962	68,05	2,05	3,4	30,2	562,96	16,93	28,15
01.05.1962	62,99	2,05	3,44	30,2	521,1	16,99	28,43
01.06.1962	55,63	2,06	3,47	30,2	460,21	17,04	28,71
01.07.1962	56,97	2,07	3,49	30,3	469,74	17,04	28,78
01.08.1962	58,52	2,07	3,51	30,3	482,52	17,1	28,94
01.09.1962	58	2,08	3,53	30,4	476,66	17,09	29,01
01.10.1962	56,17	2,1	3,58	30,4	461,62	17,23	29,39
01.11.1962	60,04	2,11	3,62	30,4	493,43	17,37	29,78
01.12.1962	62,64	2,13	3,67	30,4	514,79	17,5	30,16
01.01.1963	65,06	2,14	3,68	30,4	534,68	17,56	30,27
01.02.1963	65,92	2,14	3,7	30,4	541,75	17,61	30,38
01.03.1963	65,67	2,15	3,71	30,5	537,92	17,61	30,39
01.04.1963	68,76	2,17	3,75	30,5	563,24	17,75	30,74
01.05.1963	70,14	2,18	3,8	30,5	574,54	17,88	31,1
01.06.1963	70,11	2,2	3,84	30,6	572,42	17,96	31,35
01.07.1963	69,07	2,2	3,88	30,7	562,09	17,93	31,58
01.08.1963	70,98	2,21	3,92	30,7	577,63	17,96	31,9
01.09.1963	72,85	2,21	3,96	30,7	592,85	17,98	32,23
01.10.1963	73,03	2,23	3,98	30,8	592,39	18,12	32,28
01.11.1963	72,62	2,26	4	30,8	589,06	18,31	32,45
01.12.1963	74,17	2,28	4,02	30,9	599,69	18,43	32,5
01.01.1964	76,45	2,3	4,07	30,9	618,12	18,57	32,93
01.02.1964	77,39	2,31	4,13	30,9	625,72	18,7	33,37
01.03.1964	78,8	2,33	4,18	30,9	637,12	18,84	33,8
01.04.1964	79,94	2,35	4,23	30,9	646,34	18,97	34,2
01.05.1964	80,72	2,36	4,28	30,9	652,64	19,11	34,61
01.06.1964	80,24	2,38	4,33	31	646,67	19,18	34,9
01.07.1964	83,22	2,4	4,38	31,1	668,53	19,28	35,16
01.08.1964	82	2,42	4,42	31	660,86	19,5	35,65
01.09.1964	83,41	2,44	4,47	31,1	670,06	19,6	35,91
01.10.1964	84,85	2,46	4,5	31,1	681,63	19,76	36,12
01.11.1964	85,44	2,48	4,52	31,2	684,16	19,86	36,22
01.12.1964	83,96	2,5	4,55	31,2	672,31	20,02	36,43
01.01.1965	86,12	2,52	4,59	31,2	689,61	20,15	36,78
01.02.1965	86,75	2,53	4,64	31,2	694,65	20,29	37,13
01.03.1965	86,83	2,55	4,68	31,3	693,07	20,35	37,36
01.04.1965	87,97	2,57	4,73	31,4	699,94	20,45	37,66
01.05.1965	89,28	2,59	4,79	31,4	710,36	20,61	38,09
01.06.1965	85,04	2,61	4,84	31,6	672,34	20,64	38,27
01.07.1965	84,91	2,63	4,89	31,6	671,31	20,77	38,63
01.08.1965	86,49	2,64	4,93	31,6	683,81	20,9	39
01.09.1965	89,38	2,66	4,98	31,6	706,65	21,03	39,37
01.10.1965	91,39	2,68	5,05	31,7	720,27	21,12	39,8
01.11.1965	92,15	2,7	5,12	31,7	726,26	21,28	40,35
01.12.1965	91,73	2,72	5,19	31,8	720,67	21,37	40,78
01.01.1966	93,32	2,74	5,24	31,8	733,17	21,53	41,17
01.02.1966	92,69	2,76	5,29	32	723,66	21,55	41,3
01.03.1966	88,88	2,78	5,34	32,1	691,76	21,64	41,56
01.04.1966	91,6	2,8	5,38	32,3	708,51	21,63	41,61
01.05.1966	86,78	2,81	5,42	32,3	671,23	21,76	41,92
01.06.1966	86,06	2,83	5,46	32,4	663,61	21,82	42,1
01.07.1966	85,84	2,85	5,48	32,5	659,87	21,91	42,1
01.08.1966	80,65	2,87	5,49	32,7	616,18	21,93	41,97
01.09.1966	77,81	2,89	5,51	32,7	594,49	22,08	42,1
01.10.1966	77,13	2,88	5,52	32,9	585,71	21,9	41,94
01.11.1966	80,99	2,88	5,54	32,9	615,02	21,84	42,04
01.12.1966	81,33	2,87	5,55	32,9	617,6	21,79	42,15
01.01.1967	84,45	2,88	5,52	32,9	641,3	21,87	41,89
01.02.1967	87,36	2,89	5,48	32,9	663,39	21,95	41,64
01.03.1967	89,42	2,9	5,45	33	676,98	21,96	41,26
01.04.1967	90,96	2,9	5,41	33,1	686,56	21,89	40,83
01.05.1967	92,59	2,9	5,37	33,2	696,76	21,82	40,41
01.06.1967	91,43	2,9	5,33	33,3	685,96	21,76	39,99
01.07.1967	93,01	2,91	5,32	33,4	695,72	21,74	39,79
01.08.1967	94,49	2,91	5,31	33,5	704,69	21,73	39,6
01.09.1967	95,81	2,92	5,3	33,6	712,4	21,71	39,41
01.10.1967	95,66	2,92	5,31	33,7	709,18	21,65	39,37
01.11.1967	92,66	2,92	5,32	33,8	684,9	21,58	39,32
01.12.1967	95,3	2,92	5,33	33,9	702,34	21,52	39,28
01.01.1968	95,04	2,93	5,37	34,1	696,32	21,47	39,32
01.02.1968	90,75	2,94	5,4	34,2	662,94	21,48	39,47
01.03.1968	89,09	2,95	5,44	34,3	648,92	21,49	39,62
01.04.1968	95,67	2,96	5,48	34,4	694,82	21,52	39,82
01.05.1968	97,87	2,98	5,53	34,5	708,74	21,56	40,02
01.06.1968	100,5	2,99	5,57	34,7	723,59	21,53	40,1
01.07.1968	100,3	3	5,6	34,9	718,01	21,5	40,09
01.08.1968	98,11	3,02	5,63	35	700,32	21,53	40,19
01.09.1968	101,3	3,03	5,66	35,1	721,04	21,57	40,29
01.10.1968	103,8	3,04	5,69	35,3	734,64	21,54	40,29
01.11.1968	105,4	3,06	5,73	35,4	743,86	21,57	40,42
01.12.1968	106,5	3,07	5,76	35,5	749,51	21,61	40,54
01.01.1969	102	3,08	5,78	35,6	715,82	21,61	40,56
01.02.1969	101,5	3,09	5,8	35,8	708,33	21,56	40,48
01.03.1969	99,3	3,1	5,82	36,1	687,22	21,45	40,28
01.04.1969	101,3	3,11	5,83	36,3	697,2	21,4	40,1
01.05.1969	104,6	3,12	5,83	36,4	717,93	21,41	40,04
01.06.1969	99,14	3,13	5,84	36,6	676,74	21,37	39,86
01.07.1969	94,71	3,14	5,86	36,8	642,99	21,29	39,76
01.08.1969	94,18	3,14	5,87	37	635,93	21,22	39,66
01.09.1969	94,51	3,15	5,89	37,1	636,44	21,21	39,66
01.10.1969	95,52	3,15	5,85	37,3	639,79	21,12	39,21
01.11.1969	96,21	3,16	5,82	37,5	640,98	21,03	38,75
01.12.1969	91,11	3,16	5,78	37,7	603,78	20,94	38,3
01.01.1970	90,31	3,16	5,73	37,8	596,9	20,91	37,87
01.02.1970	87,16	3,17	5,68	38	573,04	20,82	37,34
01.03.1970	88,65	3,17	5,63	38,2	579,79	20,73	36,82
01.04.1970	85,95	3,17	5,59	38,5	557,75	20,59	36,3
01.05.1970	76,06	3,18	5,56	38,6	492,29	20,56	35,97
01.06.1970	75,59	3,18	5,52	38,8	486,73	20,48	35,54
01.07.1970	75,72	3,18	5,47	39	485,07	20,39	35,02
01.08.1970	77,92	3,19	5,41	39	499,16	20,41	34,68
01.09.1970	82,58	3,19	5,36	39,2	526,31	20,33	34,16
01.10.1970	84,37	3,17	5,28	39,4	534,99	20,12	33,5
01.11.1970	84,28	3,16	5,21	39,6	531,72	19,92	32,85
01.12.1970	90,05	3,14	5,13	39,8	565,27	19,71	32,2
01.01.1971	93,49	3,13	5,16	39,8	586,86	19,65	32,39
